 a
0 b
vprep_to_na dxg
vprep_to_neg dxh
vprep_to_nn dxi
vprep_to_npadvmod dxj
vprep_to_nsubj dxk
vprep_to_nsubjpass dxl
vprep_to_num dxm
vprep_to_partmod dxn
vprep_to_pcomp dxo
vprep_to_pobj dxp
vprep_to_poss dxq
vprep_to_prep dxr
vprep_to_prep_about dxs
vprep_to_prep_above dxt
vprep_to_prep_across dxu
vprep_to_prep_across_from dxv
vprep_to_prep_after dxw
vprep_to_prep_along dxx
vprep_to_prep_alongside dxy
vprep_to_prep_apart_from dxz
vprep_to_prep_around dya
vprep_to_prep_as dyb
vprep_to_prep_at dyc
vprep_to_prep_away_from dyd
vprep_to_prep_because dye
vprep_to_prep_before dyf
vprep_to_prep_below dyg
vprep_to_prep_beneath dyh
vprep_to_prep_beside dyi
vprep_to_prep_between dyj
vprep_to_prep_beyond dyk
vprep_to_prep_by dyl
vprep_to_prep_close_to dym
vprep_to_prep_down dyn
vprep_to_prep_for dyo
vprep_to_prep_from dyp
vprep_to_prep_if dyq
vprep_to_prep_in dyr
vprep_to_prep_in_front_of dys
vprep_to_prep_instead_of dyt
vprep_to_prep_into dyu
vprep_to_prep_it's dyv
vprep_to_prep_like dyw
vprep_to_prep_near dyx
vprep_to_prep_next_to dyy
vprep_to_prep_of dyz
vprep_to_prep_off dza
vprep_to_prep_on dzb
vprep_to_prep_on_top_of dzc
vprep_to_prep_out_of dzd
vprep_to_prep_over dze
vprep_to_prep_past dzf
vprep_to_prep_starting dzg
vprep_to_prep_that dzh
vprep_to_prep_that's dzi
vprep_to_prep_through dzj
vprep_to_prep_to dzk
vprep_to_prep_towards dzl
vprep_to_prep_under dzm
vprep_to_prep_underneath dzn
vprep_to_prep_until dzo
vprep_to_prep_up dzp
vprep_to_prep_with dzq
vprep_to_prep_with_respect_to dzr
vprep_to_prepc_about dzs
vprep_to_prepc_above dzt
vprep_to_prepc_along dzu
vprep_to_prepc_beneath dzv
vprep_to_prepc_between dzw
vprep_to_prepc_by dzx
vprep_to_prepc_from dzy
vprep_to_prepc_of dzz
vprep_to_prepc_to eaa
vprep_to_prepc_underneath eab
vprep_to_rcmod eac
vprep_to_rel ead
vprep_to_root eae
vprep_to_tmod eaf
vprep_to_xcomp eag
vprep_toward eah
vprep_toward_dobj eai
vprep_toward_prep_above eaj
vprep_toward_prep_to eak
vprep_towards eal
vprep_towards_acomp eam
vprep_towards_advcl ean
vprep_towards_advmod eao
vprep_towards_amod eap
vprep_towards_cc eaq
vprep_towards_ccomp ear
vprep_towards_conj_and eas
vprep_towards_conj_but eat
vprep_towards_conj_or eau
vprep_towards_dep eav
vprep_towards_det eaw
vprep_towards_dobj eax
vprep_towards_expl eay
vprep_towards_mark eaz
vprep_towards_na eba
vprep_towards_neg ebb
vprep_towards_nn ebc
vprep_towards_npadvmod ebd
vprep_towards_nsubj ebe
vprep_towards_partmod ebf
vprep_towards_pcomp ebg
vprep_towards_pobj ebh
vprep_towards_poss ebi
vprep_towards_prep ebj
vprep_towards_prep_about ebk
vprep_towards_prep_above ebl
vprep_towards_prep_across ebm
vprep_towards_prep_across_from ebn
vprep_towards_prep_after ebo
vprep_towards_prep_along ebp
vprep_towards_prep_alongside ebq
vprep_towards_prep_around ebr
vprep_towards_prep_as ebs
vprep_towards_prep_at ebt
vprep_towards_prep_away_from ebu
vprep_towards_prep_below ebv
vprep_towards_prep_beneath ebw
vprep_towards_prep_beside ebx
vprep_towards_prep_between eby
vprep_towards_prep_by ebz
vprep_towards_prep_close_to eca
vprep_towards_prep_down ecb
vprep_towards_prep_from ecc
vprep_towards_prep_in ecd
vprep_towards_prep_into ece
vprep_towards_prep_like ecf
vprep_towards_prep_near ecg
vprep_towards_prep_next_to ech
vprep_towards_prep_of eci
vprep_towards_prep_on ecj
vprep_towards_prep_on_top_of eck
vprep_towards_prep_opposite ecl
vprep_towards_prep_out_of ecm
vprep_towards_prep_outside ecn
vprep_towards_prep_outside_of eco
vprep_towards_prep_over ecp
vprep_towards_prep_past ecq
vprep_towards_prep_through ecr
vprep_towards_prep_to ecs
vprep_towards_prep_towards ect
vprep_towards_prep_under ecu
vprep_towards_prep_underneath ecv
vprep_towards_prep_with ecw
vprep_towards_prepc_from ecx
vprep_towards_prepc_of ecy
vprep_towards_prepc_to ecz
vprep_towards_prepc_towards eda
vprep_towards_rcmod edb
vprep_towards_root edc
vprep_towards_tmod edd
vprep_towards_xcomp ede
vprep_under edf
vprep_under_advcl edg
vprep_under_advmod edh
vprep_under_amod edi
vprep_under_aux edj
vprep_under_ccomp edk
vprep_under_conj_and edl
vprep_under_conj_but edm
vprep_under_dep edn
vprep_under_det edo
vprep_under_dobj edp
vprep_under_mark edq
vprep_under_na edr
vprep_under_nn eds
vprep_under_npadvmod edt
vprep_under_nsubj edu
vprep_under_pcomp edv
vprep_under_pobj edw
vprep_under_poss edx
vprep_under_prep edy
vprep_under_prep_about edz
vprep_under_prep_above eea
vprep_under_prep_across eeb
vprep_under_prep_apart_from eec
vprep_under_prep_as eed
vprep_under_prep_at eee
vprep_under_prep_below eef
vprep_under_prep_beneath eeg
vprep_under_prep_beside eeh
vprep_under_prep_between eei
vprep_under_prep_beyond eej
vprep_under_prep_down eek
vprep_under_prep_from eel
vprep_under_prep_in eem
vprep_under_prep_in_front_of een
vprep_under_prep_near eeo
vprep_under_prep_next_to eep
vprep_under_prep_of eeq
vprep_under_prep_on eer
vprep_under_prep_over ees
vprep_under_prep_that eet
vprep_under_prep_through eeu
vprep_under_prep_to eev
vprep_under_prep_towards eew
vprep_under_prep_under eex
vprep_under_prep_underneath eey
vprep_under_prep_until eez
vprep_under_prep_with efa
vprep_under_rcmod efb
vprep_under_root efc
vprep_under_tmod efd
vprep_under_xcomp efe
vprep_underneath eff
vprep_underneath_advcl efg
vprep_underneath_advmod efh
vprep_underneath_amod efi
vprep_underneath_ccomp efj
vprep_underneath_conj_and efk
vprep_underneath_csubj efl
vprep_underneath_dep efm
vprep_underneath_det efn
vprep_underneath_dobj efo
vprep_underneath_expl efp
vprep_underneath_mark efq
vprep_underneath_na efr
vprep_underneath_neg efs
vprep_underneath_nn eft
vprep_underneath_npadvmod efu
vprep_underneath_nsubj efv
vprep_underneath_nsubjpass efw
vprep_underneath_partmod efx
vprep_underneath_pobj efy
vprep_underneath_poss efz
vprep_underneath_prep ega
vprep_underneath_prep_about egb
vprep_underneath_prep_above egc
vprep_underneath_prep_across egd
vprep_underneath_prep_after ege
vprep_underneath_prep_along egf
vprep_underneath_prep_around egg
vprep_underneath_prep_as egh
vprep_underneath_prep_at egi
vprep_underneath_prep_away_from egj
vprep_underneath_prep_because egk
vprep_underneath_prep_before egl
vprep_underneath_prep_below egm
vprep_underneath_prep_beneath egn
vprep_underneath_prep_beside ego
vprep_underneath_prep_between egp
vprep_underneath_prep_beyond egq
vprep_underneath_prep_by egr
vprep_underneath_prep_far_from egs
vprep_underneath_prep_for egt
vprep_underneath_prep_from egu
vprep_underneath_prep_in egv
vprep_underneath_prep_in_front_of egw
vprep_underneath_prep_into egx
vprep_underneath_prep_it's egy
vprep_underneath_prep_like egz
vprep_underneath_prep_near eha
vprep_underneath_prep_of ehb
vprep_underneath_prep_on ehc
vprep_underneath_prep_on_top_of ehd
vprep_underneath_prep_opposite ehe
vprep_underneath_prep_over ehf
vprep_underneath_prep_past ehg
vprep_underneath_prep_through ehh
vprep_underneath_prep_to ehi
vprep_underneath_prep_towards ehj
vprep_underneath_prep_under ehk
vprep_underneath_prep_underneath ehl
vprep_underneath_prep_with ehm
vprep_underneath_prepc_below ehn
vprep_underneath_prepc_instead_of eho
vprep_underneath_rcmod ehp
vprep_underneath_root ehq
vprep_underneath_xcomp ehr
vprep_until ehs
vprep_until_advmod eht
vprep_until_ccomp ehu
vprep_until_dep ehv
vprep_until_dobj ehw
vprep_until_nsubj ehx
vprep_until_pobj ehy
vprep_until_prep_above ehz
vprep_until_prep_below eia
vprep_until_prep_between eib
vprep_until_prep_in eic
vprep_until_prep_of eid
vprep_until_prep_past eie
vprep_until_prep_to eif
vprep_until_prep_underneath eig
vprep_until_prep_until eih
vprep_until_prepc_from eii
vprep_until_rcmod eij
vprep_until_root eik
vprep_until_tmod eil
vprep_until_xcomp eim
vprep_up ein
vprep_up_advmod eio
vprep_up_ccomp eip
vprep_up_conj_and eiq
vprep_up_conj_negcc eir
vprep_up_dep eis
vprep_up_dobj eit
vprep_up_mark eiu
vprep_up_nn eiv
vprep_up_nsubj eiw
vprep_up_num eix
vprep_up_partmod eiy
vprep_up_pobj eiz
vprep_up_prep_above eja
vprep_up_prep_at ejb
vprep_up_prep_below ejc
vprep_up_prep_between ejd
vprep_up_prep_of eje
vprep_up_prep_to ejf
vprep_up_prep_up ejg
vprep_up_prep_with ejh
vprep_up_rcmod eji
vprep_up_root ejj
vprep_where's ejk
vprep_where's_pobj ejl
vprep_where's_prep_to ejm
vprep_with ejn
vprep_with_advcl ejo
vprep_with_advmod ejp
vprep_with_amod ejq
vprep_with_ccomp ejr
vprep_with_conj_and ejs
vprep_with_conj_but ejt
vprep_with_conj_negcc eju
vprep_with_conj_or ejv
vprep_with_dep ejw
vprep_with_det ejx
vprep_with_dobj ejy
vprep_with_na ejz
vprep_with_neg eka
vprep_with_nn ekb
vprep_with_npadvmod ekc
vprep_with_nsubj ekd
vprep_with_partmod eke
vprep_with_pcomp ekf
vprep_with_pobj ekg
vprep_with_prep ekh
vprep_with_prep_about eki
vprep_with_prep_above ekj
vprep_with_prep_across ekk
vprep_with_prep_across_from ekl
vprep_with_prep_after ekm
vprep_with_prep_along ekn
vprep_with_prep_around eko
vprep_with_prep_as ekp
vprep_with_prep_at ekq
vprep_with_prep_below ekr
vprep_with_prep_beneath eks
vprep_with_prep_beside ekt
vprep_with_prep_between eku
vprep_with_prep_by ekv
vprep_with_prep_for ekw
vprep_with_prep_from ekx
vprep_with_prep_if eky
vprep_with_prep_in ekz
vprep_with_prep_into ela
vprep_with_prep_like elb
vprep_with_prep_near elc
vprep_with_prep_of eld
vprep_with_prep_on ele
vprep_with_prep_outside_of elf
vprep_with_prep_over elg
vprep_with_prep_past elh
vprep_with_prep_starting eli
vprep_with_prep_than elj
vprep_with_prep_that elk
vprep_with_prep_through ell
vprep_with_prep_to elm
vprep_with_prep_towards eln
vprep_with_prep_under elo
vprep_with_prep_underneath elp
vprep_with_prep_with elq
vprep_with_rcmod elr
vprep_with_respect_to els
vprep_with_respect_to_nsubj elt
vprep_with_respect_to_prep_at elu
vprep_with_root elv
vprep_with_tmod elw
vprep_with_xcomp elx
vprep_within ely
vprep_within_nsubj elz
vprep_within_prep_at ema
vprep_within_root emb
vprep_xcomp emc
vprepc_about emd
vprepc_about_pcomp eme
vprepc_about_pobj emf
vprepc_about_root emg
vprepc_above emh
vprepc_above_advcl emi
vprepc_above_advmod emj
vprepc_above_ccomp emk
vprepc_above_conj_and eml
vprepc_above_conj_but emm
vprepc_above_csubj emn
vprepc_above_dep emo
vprepc_above_dobj emp
vprepc_above_nsubj emq
vprepc_above_pcomp emr
vprepc_above_pobj ems
vprepc_above_prep_along emt
vprepc_above_prep_at emu
vprepc_above_prep_of emv
vprepc_above_prep_to emw
vprepc_above_prep_with emx
vprepc_above_rcmod emy
vprepc_above_root emz
vprepc_above_xcomp ena
vprepc_along enb
vprepc_along_acomp enc
vprepc_along_advmod end
vprepc_along_ccomp ene
vprepc_along_conj_and enf
vprepc_along_conj_but eng
vprepc_along_conj_or enh
vprepc_along_dep eni
vprepc_along_dobj enj
vprepc_along_nsubj enk
vprepc_along_pobj enl
vprepc_along_prep_on enm
vprepc_along_prep_that enn
vprepc_along_prep_through eno
vprepc_along_prep_to enp
vprepc_along_prepc_along enq
vprepc_along_root enr
vprepc_along_xcomp ens
vprepc_around ent
vprepc_around_conj_and enu
vprepc_around_prep_along env
vprepc_around_prepc_around enw
vprepc_around_root enx
vprepc_as eny
vprepc_as_ccomp enz
vprepc_as_dobj eoa
vprepc_as_root eob
vprepc_at eoc
vprepc_at_advcl eod
vprepc_at_prep_at eoe
vprepc_at_prep_in eof
vprepc_at_prepc_at eog
vprepc_below eoh
vprepc_below_advmod eoi
vprepc_below_ccomp eoj
vprepc_below_conj_and eok
vprepc_below_conj_or eol
vprepc_below_csubj eom
vprepc_below_dep eon
vprepc_below_dobj eoo
vprepc_below_pcomp eop
vprepc_below_pobj eoq
vprepc_below_prep_along eor
vprepc_below_prep_between eos
vprepc_below_prep_from eot
vprepc_below_prep_to eou
vprepc_below_prep_under eov
vprepc_below_rcmod eow
vprepc_below_root eox
vprepc_below_xcomp eoy
vprepc_beneath eoz
vprepc_beneath_dep epa
vprepc_beneath_dobj epb
vprepc_beneath_root epc
vprepc_between epd
vprepc_between_dep epe
vprepc_between_root epf
vprepc_between_xcomp epg
vprepc_by eph
vprepc_by_dobj epi
vprepc_by_pobj epj
vprepc_by_prep_about epk
vprepc_by_prep_underneath epl
vprepc_down epm
vprepc_down_ccomp epn
vprepc_from epo
vprepc_from_advmod epp
vprepc_from_ccomp epq
vprepc_from_conj_and epr
vprepc_from_conj_but eps
vprepc_from_conj_or ept
vprepc_from_dep epu
vprepc_from_dobj epv
vprepc_from_nsubj epw
vprepc_from_pobj epx
vprepc_from_prep_above epy
vprepc_from_prep_between epz
vprepc_from_prep_from eqa
vprepc_from_prep_over eqb
vprepc_from_prep_towards eqc
vprepc_from_prepc_from eqd
vprepc_from_prepc_to eqe
vprepc_from_rcmod eqf
vprepc_from_root eqg
vprepc_from_xcomp eqh
vprepc_in eqi
vprepc_in_conj_or eqj
vprepc_in_dep eqk
vprepc_in_dobj eql
vprepc_in_nsubj eqm
vprepc_in_pobj eqn
vprepc_in_prep_on eqo
vprepc_in_prep_to eqp
vprepc_in_rcmod eqq
vprepc_in_root eqr
vprepc_in_xcomp eqs
vprepc_instead_of eqt
vprepc_instead_of_dep equ
vprepc_instead_of_root eqv
vprepc_like eqw
vprepc_like_conj_and eqx
vprepc_like_dep eqy
vprepc_like_prepc_below eqz
vprepc_like_rcmod era
vprepc_like_root erb
vprepc_like_xcomp erc
vprepc_next_to erd
vprepc_next_to_ccomp ere
vprepc_next_to_root erf
vprepc_of erg
vprepc_of_advcl erh
vprepc_of_advmod eri
vprepc_of_amod erj
vprepc_of_ccomp erk
vprepc_of_conj_and erl
vprepc_of_dep erm
vprepc_of_det ern
vprepc_of_dobj ero
vprepc_of_na erp
vprepc_of_nn erq
vprepc_of_npadvmod err
vprepc_of_nsubj ers
vprepc_of_partmod ert
vprepc_of_pcomp eru
vprepc_of_pobj erv
vprepc_of_prep_about erw
vprepc_of_prep_above erx
vprepc_of_prep_after ery
vprepc_of_prep_along erz
vprepc_of_prep_below esa
vprepc_of_prep_from esb
vprepc_of_prep_next_to esc
vprepc_of_prep_of esd
vprepc_of_prep_outside_of ese
vprepc_of_prep_past esf
vprepc_of_prep_to esg
vprepc_of_prep_towards esh
vprepc_of_prep_underneath esi
vprepc_of_prep_with esj
vprepc_of_prepc_of esk
vprepc_of_rcmod esl
vprepc_of_root esm
vprepc_of_xcomp esn
vprepc_on eso
vprepc_on_ccomp esp
vprepc_on_root esq
vprepc_over esr
vprepc_over_advmod ess
vprepc_over_pcomp est
vprepc_over_root esu
vprepc_past esv
vprepc_past_dep esw
vprepc_past_dobj esx
vprepc_past_root esy
vprepc_than esz
vprepc_than_pobj eta
vprepc_than_rcmod etb
vprepc_to etc
vprepc_to_advmod etd
vprepc_to_ccomp ete
vprepc_to_conj_and etf
vprepc_to_dep etg
vprepc_to_dobj eth
vprepc_to_partmod eti
vprepc_to_pcomp etj
vprepc_to_pobj etk
vprepc_to_prep etl
vprepc_to_prep_about etm
vprepc_to_prep_below etn
vprepc_to_prep_in eto
vprepc_to_prep_into etp
vprepc_to_prep_of etq
vprepc_to_prep_to etr
vprepc_to_prep_towards ets
vprepc_to_prep_underneath ett
vprepc_to_prepc_to etu
vprepc_to_rcmod etv
vprepc_to_root etw
vprepc_to_xcomp etx
vprepc_towards ety
vprepc_towards_conj_and etz
vprepc_towards_root eua
vprepc_under eub
vprepc_under_amod euc
vprepc_under_dobj eud
vprepc_under_nsubj eue
vprepc_under_pobj euf
vprepc_under_prep_as eug
vprepc_under_prep_beneath euh
vprepc_under_prep_from eui
vprepc_under_prep_under euj
vprepc_under_root euk
vprepc_underneath eul
vprepc_underneath_advmod eum
vprepc_underneath_ccomp eun
vprepc_underneath_dobj euo
vprepc_underneath_pcomp eup
vprepc_underneath_prep_above euq
vprepc_underneath_prep_to eur
vprepc_underneath_prepc_underneath eus
vprepc_underneath_root eut
vprepc_until euu
vprepc_until_prep_on euv
vprepc_until_prep_until euw
vprepc_until_root eux
vprepc_with euy
vprepc_with_conj_and euz
vprepc_with_dobj eva
vprepc_with_pobj evb
vprepc_with_rcmod evc
vprepc_with_root evd
vprepc_with_xcomp eve
vpro evf
vpro_dctc evg
vpro_def evh
vpro_dem evi
vpro_demnum evj
vpro_el evk
vpro_indef evl
vpro_null evm
vpro_num evn
vpro_numpro evo
vpro_poss evp
vpro_posspro evq
vpro_pro evr
vpro_relpro evs
vquantmod evt
vquantmod_dobj evu
vquantmod_pobj evv
vquery_w evw
vquery_w_acknowledge evx
vquery_w_align evy
vquery_w_check evz
vquery_w_clarify ewa
vquery_w_explain ewb
vquery_w_instruct ewc
vquery_w_query_w ewd
vquery_w_query_yn ewe
vquery_w_reply_n ewf
vquery_w_reply_w ewg
vquery_w_reply_y ewh
vquery_yn ewi
vquery_yn_acknowledge ewj
vquery_yn_align ewk
vquery_yn_check ewl
vquery_yn_clarify ewm
vquery_yn_explain ewn
vquery_yn_instruct ewo
vquery_yn_query_w ewp
vquery_yn_query_yn ewq
vquery_yn_ready ewr
vquery_yn_reply_n ews
vquery_yn_reply_w ewt
vquery_yn_reply_y ewu
vquery_yn_uncodable ewv
vrcmod eww
vrcmod_acomp ewx
vrcmod_advcl ewy
vrcmod_advmod ewz
vrcmod_amod exa
vrcmod_ccomp exb
vrcmod_conj exc
vrcmod_conj_and exd
vrcmod_conj_but exe
vrcmod_conj_negcc exf
vrcmod_conj_or exg
vrcmod_csubj exh
vrcmod_dep exi
vrcmod_det exj
vrcmod_dobj exk
vrcmod_mark exl
vrcmod_na exm
vrcmod_nn exn
vrcmod_npadvmod exo
vrcmod_nsubj exp
vrcmod_partmod exq
vrcmod_pcomp exr
vrcmod_pobj exs
vrcmod_poss ext
vrcmod_prep exu
vrcmod_prep_a-- exv
vrcmod_prep_about exw
vrcmod_prep_above exx
vrcmod_prep_across exy
vrcmod_prep_across_from exz
vrcmod_prep_after eya
vrcmod_prep_along eyb
vrcmod_prep_as eyc
vrcmod_prep_at eyd
vrcmod_prep_away_from eye
vrcmod_prep_before eyf
vrcmod_prep_below eyg
vrcmod_prep_beside eyh
vrcmod_prep_between eyi
vrcmod_prep_by eyj
vrcmod_prep_close_to eyk
vrcmod_prep_down eyl
vrcmod_prep_for eym
vrcmod_prep_from eyn
vrcmod_prep_in eyo
vrcmod_prep_into eyp
vrcmod_prep_it's eyq
vrcmod_prep_like eyr
vrcmod_prep_near eys
vrcmod_prep_nearer eyt
vrcmod_prep_next_to eyu
vrcmod_prep_of eyv
vrcmod_prep_off eyw
vrcmod_prep_on eyx
vrcmod_prep_over eyy
vrcmod_prep_past eyz
vrcmod_prep_starting eza
vrcmod_prep_through ezb
vrcmod_prep_to ezc
vrcmod_prep_towards ezd
vrcmod_prep_under eze
vrcmod_prep_underneath ezf
vrcmod_prep_until ezg
vrcmod_prep_up ezh
vrcmod_prep_with ezi
vrcmod_prep_within ezj
vrcmod_prepc_above ezk
vrcmod_prepc_along ezl
vrcmod_prepc_as ezm
vrcmod_prepc_below ezn
vrcmod_prepc_from ezo
vrcmod_prepc_like ezp
vrcmod_prepc_of ezq
vrcmod_prepc_past ezr
vrcmod_prepc_to ezs
vrcmod_prepc_towards ezt
vrcmod_prepc_underneath ezu
vrcmod_rcmod ezv
vrcmod_root ezw
vrcmod_tmod ezx
vrcmod_xcomp ezy
vready ezz
vready_acknowledge faa
vready_explain fab
vready_instruct fac
vrel fad
vrel_dobj fae
vrel_nsubj faf
vrel_prep_below fag
vrelpro fah
vrelpro_def fai
vrelpro_dem faj
vrelpro_indef fak
vrelpro_null fal
vrelpro_poss fam
vrelpro_pro fan
vrelpro_relpro fao
vreply_n fap
vreply_n_acknowledge faq
vreply_n_align far
vreply_n_check fas
vreply_n_clarify fat
vreply_n_explain fau
vreply_n_instruct fav
vreply_n_query_yn faw
vreply_n_reply_n fax
vreply_n_reply_w fay
vreply_n_reply_y faz
vreply_w fba
vreply_w_acknowledge fbb
vreply_w_align fbc
vreply_w_check fbd
vreply_w_clarify fbe
vreply_w_explain fbf
vreply_w_instruct fbg
vreply_w_query_w fbh
vreply_w_query_yn fbi
vreply_w_ready fbj
vreply_w_reply_n fbk
vreply_w_reply_w fbl
vreply_w_reply_y fbm
vreply_w_uncodable fbn
vreply_y fbo
vreply_y_acknowledge fbp
vreply_y_align fbq
vreply_y_check fbr
vreply_y_clarify fbs
vreply_y_explain fbt
vreply_y_instruct fbu
vreply_y_query_w fbv
vreply_y_query_yn fbw
vreply_y_reply_n fbx
vreply_y_reply_w fby
vreply_y_reply_y fbz
vreply_y_uncodable fca
vroot fcb
vroot_acomp fcc
vroot_advcl fcd
vroot_advmod fce
vroot_agent fcf
vroot_amod fcg
vroot_attr fch
vroot_ccomp fci
vroot_conj fcj
vroot_conj_and fck
vroot_conj_but fcl
vroot_conj_just fcm
vroot_conj_negcc fcn
vroot_conj_or fco
vroot_csubj fcp
vroot_dep fcq
vroot_det fcr
vroot_dobj fcs
vroot_expl fct
vroot_infmod fcu
vroot_iobj fcv
vroot_mark fcw
vroot_na fcx
vroot_neg fcy
vroot_nn fcz
vroot_npadvmod fda
vroot_nsubj fdb
vroot_nsubjpass fdc
vroot_num fdd
vroot_partmod fde
vroot_pcomp fdf
vroot_pobj fdg
vroot_poss fdh
vroot_predet fdi
vroot_prep fdj
vroot_prep_a-- fdk
vroot_prep_about fdl
vroot_prep_above fdm
vroot_prep_across fdn
vroot_prep_across_from fdo
vroot_prep_after fdp
vroot_prep_ahead_of fdq
vroot_prep_along fdr
vroot_prep_alongside fds
vroot_prep_around fdt
vroot_prep_as fdu
vroot_prep_at fdv
vroot_prep_away_from fdw
vroot_prep_before fdx
vroot_prep_below fdy
vroot_prep_beneath fdz
vroot_prep_beside fea
vroot_prep_between feb
vroot_prep_beyond fec
vroot_prep_by fed
vroot_prep_close_to fee
vroot_prep_down fef
vroot_prep_far_from feg
vroot_prep_for feh
vroot_prep_from fei
vroot_prep_if fej
vroot_prep_in fek
vroot_prep_inside fel
vroot_prep_instead_of fem
vroot_prep_into fen
vroot_prep_it's feo
vroot_prep_like fep
vroot_prep_near feq
vroot_prep_next_to fer
vroot_prep_of fes
vroot_prep_off fet
vroot_prep_on feu
vroot_prep_on_top_of fev
vroot_prep_onto few
vroot_prep_opposite fex
vroot_prep_out fey
vroot_prep_outside fez
vroot_prep_over ffa
vroot_prep_past ffb
vroot_prep_starting ffc
vroot_prep_than ffd
vroot_prep_that ffe
vroot_prep_that's fff
vroot_prep_through ffg
vroot_prep_to ffh
vroot_prep_towards ffi
vroot_prep_under ffj
vroot_prep_underneath ffk
vroot_prep_until ffl
vroot_prep_up ffm
vroot_prep_where's ffn
vroot_prep_with ffo
vroot_prep_within ffp
vroot_prepc_about ffq
vroot_prepc_above ffr
vroot_prepc_along ffs
vroot_prepc_around fft
vroot_prepc_as ffu
vroot_prepc_at ffv
vroot_prepc_below ffw
vroot_prepc_beneath ffx
vroot_prepc_between ffy
vroot_prepc_down ffz
vroot_prepc_from fga
vroot_prepc_in fgb
vroot_prepc_instead_of fgc
vroot_prepc_like fgd
vroot_prepc_next_to fge
vroot_prepc_of fgf
vroot_prepc_on fgg
vroot_prepc_over fgh
vroot_prepc_past fgi
vroot_prepc_to fgj
vroot_prepc_towards fgk
vroot_prepc_underneath fgl
vroot_prepc_with fgm
vroot_rcmod fgn
vroot_root fgo
vroot_tmod fgp
vroot_xcomp fgq
vtmod fgr
vtmod_advmod fgs
vtmod_amod fgt
vtmod_ccomp fgu
vtmod_conj_and fgv
vtmod_conj_or fgw
vtmod_dep fgx
vtmod_det fgy
vtmod_dobj fgz
vtmod_expl fha
vtmod_iobj fhb
vtmod_mark fhc
vtmod_na fhd
vtmod_nn fhe
vtmod_npadvmod fhf
vtmod_nsubj fhg
vtmod_partmod fhh
vtmod_pcomp fhi
vtmod_pobj fhj
vtmod_prep fhk
vtmod_prep_above fhl
vtmod_prep_across fhm
vtmod_prep_across_from fhn
vtmod_prep_after fho
vtmod_prep_around fhp
vtmod_prep_as fhq
vtmod_prep_at fhr
vtmod_prep_before fhs
vtmod_prep_below fht
vtmod_prep_beside fhu
vtmod_prep_between fhv
vtmod_prep_close_to fhw
vtmod_prep_down fhx
vtmod_prep_from fhy
vtmod_prep_in fhz
vtmod_prep_into fia
vtmod_prep_like fib
vtmod_prep_near fic
vtmod_prep_of fid
vtmod_prep_off fie
vtmod_prep_on fif
vtmod_prep_on_top_of fig
vtmod_prep_out_of fih
vtmod_prep_over fii
vtmod_prep_past fij
vtmod_prep_that fik
vtmod_prep_through fil
vtmod_prep_to fim
vtmod_prep_towards fin
vtmod_prep_under fio
vtmod_prep_underneath fip
vtmod_prep_up fiq
vtmod_prep_with fir
vtmod_prepc_to fis
vtmod_rcmod fit
vtmod_root fiu
vtmod_tmod fiv
vtmod_xcomp fiw
vuncodable fix
vuncodable_align fiy
vuncodable_explain fiz
vuncodable_instruct fja
vuncodable_query_yn fjb
vxcomp fjc
vxcomp_acomp fjd
vxcomp_advcl fje
vxcomp_advmod fjf
vxcomp_agent fjg
vxcomp_amod fjh
vxcomp_ccomp fji
vxcomp_conj_and fjj
vxcomp_conj_but fjk
vxcomp_conj_or fjl
vxcomp_csubj fjm
vxcomp_dep fjn
vxcomp_det fjo
vxcomp_dobj fjp
vxcomp_infmod fjq
vxcomp_nn fjr
vxcomp_npadvmod fjs
vxcomp_nsubj fjt
vxcomp_partmod fju
vxcomp_pcomp fjv
vxcomp_pobj fjw
vxcomp_prep fjx
vxcomp_prep_about fjy
vxcomp_prep_above fjz
vxcomp_prep_across fka
vxcomp_prep_across_from fkb
vxcomp_prep_along fkc
vxcomp_prep_around fkd
vxcomp_prep_as fke
vxcomp_prep_at fkf
vxcomp_prep_before fkg
vxcomp_prep_below fkh
vxcomp_prep_beneath fki
vxcomp_prep_between fkj
vxcomp_prep_down fkk
vxcomp_prep_from fkl
vxcomp_prep_in fkm
vxcomp_prep_into fkn
vxcomp_prep_it's fko
vxcomp_prep_like fkp
vxcomp_prep_near fkq
vxcomp_prep_of fkr
vxcomp_prep_on fks
vxcomp_prep_on_top_of fkt
vxcomp_prep_over fku
vxcomp_prep_past fkv
vxcomp_prep_starting fkw
vxcomp_prep_that fkx
vxcomp_prep_through fky
vxcomp_prep_to fkz
vxcomp_prep_towards fla
vxcomp_prep_under flb
vxcomp_prep_underneath flc
vxcomp_prep_until fld
vxcomp_prep_up fle
vxcomp_prep_with flf
vxcomp_prepc_below flg
vxcomp_prepc_beneath flh
vxcomp_prepc_from fli
vxcomp_prepc_like flj
vxcomp_prepc_of flk
vxcomp_prepc_to fll
vxcomp_prepc_towards flm
vxcomp_rcmod fln
vxcomp_root flo
vxcomp_tmod flp
vxcomp_xcomp flq
